Freq.	V(vout)
3.54813389233573e+02	(-5.51575110405858e+01dB,-1.76613883867715e+02°)
3.63078054770099e+02	(-5.55575101142221e+01dB,-1.76691178104330e+02°)
3.71535229097170e+02	(-5.59575093017411e+01dB,-1.76766711919340e+02°)
3.80189396320558e+02	(-5.63575085946472e+01dB,-1.76840526005240e+02°)
3.89045144994278e+02	(-5.67575079852641e+01dB,-1.76912660117120e+02°)
3.98107170553494e+02	(-5.71575074666661e+01dB,-1.76983153096670e+02°)
4.07380277804110e+02	(-5.75575070326154e+01dB,-1.77052042895601e+02°)
4.16869383470332e+02	(-5.79575066775054e+01dB,-1.77119366598496e+02°)
4.26579518801589e+02	(-5.83575063963093e+01dB,-1.77185160445127e+02°)
4.36515832240163e+02	(-5.87575061845325e+01dB,-1.77249459852249e+02°)
4.46683592150960e+02	(-5.91575060381705e+01dB,-1.77312299434916e+02°)
4.57088189614872e+02	(-5.95575059536700e+01dB,-1.77373713027308e+02°)
4.67735141287195e+02	(-5.99575059278938e+01dB,-1.77433733703134e+02°)
4.78630092322635e+02	(-6.03575059580893e+01dB,-1.77492393795595e+02°)
4.89778819368442e+02	(-6.07575060418591e+01dB,-1.77549724916955e+02°)
5.01187233627268e+02	(-6.11575061771357e+01dB,-1.77605757977733e+02°)
5.12861383991361e+02	(-6.15575063621577e+01dB,-1.77660523205527e+02°)
5.24807460249769e+02	(-6.19575065954485e+01dB,-1.77714050163517e+02°)
5.37031796370249e+02	(-6.23575068757974e+01dB,-1.77766367768645e+02°)
5.49540873857620e+02	(-6.27575072022427e+01dB,-1.77817504309498e+02°)
5.62341325190345e+02	(-6.31575075740562e+01dB,-1.77867487463930e+02°)
5.75439937337152e+02	(-6.35575079907294e+01dB,-1.77916344316426e+02°)
5.88843655355584e+02	(-6.39575084519615e+01dB,-1.77964101375245e+02°)
6.02559586074353e+02	(-6.43575089576487e+01dB,-1.78010784589352e+02°)
6.16595001861477e+02	(-6.47575095078747e+01dB,-1.78056419365170e+02°)
6.30957344480188e+02	(-6.51575101029019e+01dB,-1.78101030583172e+02°)
6.45654229034650e+02	(-6.55575107431651e+01dB,-1.78144642614341e+02°)
6.60693448007591e+02	(-6.59575114292641e+01dB,-1.78187279336513e+02°)
6.76082975391976e+02	(-6.63575121619593e+01dB,-1.78228964150636e+02°)
6.91830970918931e+02	(-6.67575129421670e+01dB,-1.78269719996969e+02°)
7.07945784384132e+02	(-6.71575137709551e+01dB,-1.78309569371248e+02°)
7.24435960074984e+02	(-6.75575146495412e+01dB,-1.78348534340840e+02°)
7.41310241300911e+02	(-6.79575155792894e+01dB,-1.78386636560930e+02°)
7.58577575029177e+02	(-6.83575165617089e+01dB,-1.78423897290748e+02°)
7.76247116628685e+02	(-6.87575175984533e+01dB,-1.78460337409887e+02°)
7.94328234724275e+02	(-6.91575186913192e+01dB,-1.78495977434739e+02°)
8.12830516164092e+02	(-6.95575198422470e+01dB,-1.78530837535079e+02°)
8.31763771102664e+02	(-6.99575210533206e+01dB,-1.78564937550828e+02°)
8.51138038202369e+02	(-7.03575223267683e+01dB,-1.78598297009059e+02°)
8.70963589956073e+02	(-7.07575236649641e+01dB,-1.78630935141249e+02°)
8.91250938133738e+02	(-7.11575250704287e+01dB,-1.78662870900849e+02°)
9.12010839355902e+02	(-7.15575265458316e+01dB,-1.78694122981198e+02°)
9.33254300796983e+02	(-7.19575280939924e+01dB,-1.78724709833843e+02°)
9.54992586021428e+02	(-7.23575297178836e+01dB,-1.78754649687302e+02°)
9.77237220955802e+02	(-7.27575314206321e+01dB,-1.78783960566326e+02°)
9.99999999999991e+02	(-7.31575332055216e+01dB,-1.78812660311721e+02°)
1.02329299228075e+03	(-7.35575350759950e+01dB,-1.78840766600789e+02°)
1.04712854805089e+03	(-7.39575370356562e+01dB,-1.78868296968443e+02°)
1.07151930523760e+03	(-7.43575390882725e+01dB,-1.78895268829073e+02°)
1.09647819614318e+03	(-7.47575412377755e+01dB,-1.78921699499226e+02°)
1.12201845430195e+03	(-7.51575434882635e+01dB,-1.78947606221190e+02°)
1.14815362149687e+03	(-7.55575458440012e+01dB,-1.78973006187539e+02°)
1.17489755493952e+03	(-7.59575483094207e+01dB,-1.78997916566758e+02°)
1.20226443461740e+03	(-7.63575508891204e+01dB,-1.79022354530008e+02°)
1.23026877081237e+03	(-7.67575535878639e+01dB,-1.79046337279156e+02°)
1.25892541179416e+03	(-7.71575564105765e+01dB,-1.79069882076152e+02°)
1.28824955169312e+03	(-7.75575593623418e+01dB,-1.79093006273891e+02°)
1.31825673855640e+03	(-7.79575624483951e+01dB,-1.79115727348650e+02°)
1.34896288259164e+03	(-7.83575656741157e+01dB,-1.79138062934261e+02°)
1.38038426460287e+03	(-7.87575690450163e+01dB,-1.79160030858123e+02°)
1.41253754462274e+03	(-7.91575725667299e+01dB,-1.79181649179233e+02°)
1.44543977074591e+03	(-7.95575762449929e+01dB,-1.79202936228364e+02°)
1.47910838816819e+03	(-7.99575800856247e+01dB,-1.79223910650571e+02°)
1.51356124843619e+03	(-8.03575840945021e+01dB,-1.79244591450212e+02°)
1.54881661891247e+03	(-8.07575882775291e+01dB,-1.79264998038656e+02°)
1.58489319246110e+03	(-8.11575926405994e+01dB,-1.79285150284892e+02°)
1.62181009735891e+03	(-8.15575971895529e+01dB,-1.79305068569275e+02°)
1.65958690743754e+03	(-8.19576019301225e+01dB,-1.79324773840605e+02°)
1.69824365246173e+03	(-8.23576068678717e+01dB,-1.79344287676835e+02°)
1.73780082874936e+03	(-8.27576120081207e+01dB,-1.79363632349641e+02°)
1.77827941003891e+03	(-8.31576173558595e+01dB,-1.79382830893162e+02°)
1.81970085860997e+03	(-8.35576229156453e+01dB,-1.79401907177214e+02°)
1.86208713666285e+03	(-8.39576286914829e+01dB,-1.79420885985299e+02°)
1.90546071796323e+03	(-8.43576346866838e+01dB,-1.79439793097780e+02°)
1.94984459975803e+03	(-8.47576409037032e+01dB,-1.79458655380582e+02°)
1.99526231496886e+03	(-8.51576473439487e+01dB,-1.79477500879836e+02°)
2.04173794466951e+03	(-8.55576540075580e+01dB,-1.79496358922891e+02°)
2.08929613085402e+03	(-8.59576608931410e+01dB,-1.79515260226175e+02°)
2.13796208950221e+03	(-8.63576679974802e+01dB,-1.79534237010374e+02°)
2.18776162394953e+03	(-8.67576753151831e+01dB,-1.79553323123499e+02°)
2.23872113856832e+03	(-8.71576828382791e+01dB,-1.79572554172373e+02°)
2.29086765276775e+03	(-8.75576905557545e+01dB,-1.79591967663181e+02°)
2.34422881531990e+03	(-8.79576984530128e+01dB,-1.79611603151721e+02°)
2.39883291901947e+03	(-8.83577065112518e+01dB,-1.79631502404055e+02°)
2.45470891568501e+03	(-8.87577147067444e+01dB,-1.79651709568328e+02°)
2.51188643150955e+03	(-8.91577230100075e+01dB,-1.79672271358539e+02°)
2.57039578276884e+03	(-8.95577313848437e+01dB,-1.79693237251137e+02°)
2.63026799189535e+03	(-8.99577397872357e+01dB,-1.79714659695360e+02°)
2.69153480392689e+03	(-9.03577481640718e+01dB,-1.79736594338310e+02°)
