Freq.	V(vout)
2.57039578276885e+01	(-1.09147679306812e+01dB,-1.30420940152626e+02°)
2.63026799189537e+01	(-1.12741679129677e+01dB,-1.31629376196382e+02°)
2.69153480392690e+01	(-1.16363933518601e+01dB,-1.32808686481121e+02°)
2.75422870333815e+01	(-1.20012560533409e+01dB,-1.33959270443985e+02°)
2.81838293126444e+01	(-1.23685780620782e+01dB,-1.35081569486601e+02°)
2.88403150312659e+01	(-1.27381914961371e+01dB,-1.36176060313335e+02°)
2.95120922666637e+01	(-1.31099383140812e+01dB,-1.37243248817758e+02°)
3.01995172040200e+01	(-1.34836700277487e+01dB,-1.38283664512930e+02°)
3.09029543251358e+01	(-1.38592473726313e+01dB,-1.39297855492316e+02°)
3.16227766016837e+01	(-1.42365399464195e+01dB,-1.40286383901424e+02°)
3.23593656929627e+01	(-1.46154258249521e+01dB,-1.41249821895262e+02°)
3.31131121482590e+01	(-1.49957911635422e+01dB,-1.42188748053246e+02°)
3.38844156139201e+01	(-1.53775297904738e+01dB,-1.43103744221008e+02°)
3.46736850452530e+01	(-1.57605427983795e+01dB,-1.43995392747440e+02°)
3.54813389233574e+01	(-1.61447381382261e+01dB,-1.44864274085004e+02°)
3.63078054770100e+01	(-1.65300302197610e+01dB,-1.45710964721764e+02°)
3.71535229097171e+01	(-1.69163395214956e+01dB,-1.46536035414480e+02°)
3.80189396320559e+01	(-1.73035922126248e+01dB,-1.47340049693397e+02°)
3.89045144994279e+01	(-1.76917197886973e+01dB,-1.48123562610923e+02°)
3.98107170553495e+01	(-1.80806587223510e+01dB,-1.48887119708107e+02°)
4.07380277804111e+01	(-1.84703501300010e+01dB,-1.49631256174648e+02°)
4.16869383470333e+01	(-1.88607394550175e+01dB,-1.50356496180056e+02°)
4.26579518801591e+01	(-1.92517761676333e+01dB,-1.51063352355403e+02°)
4.36515832240164e+01	(-1.96434134815811e+01dB,-1.51752325406946e+02°)
4.46683592150961e+01	(-2.00356080872707e+01dB,-1.52423903844632e+02°)
4.57088189614873e+01	(-2.04283199011582e+01dB,-1.53078563810158e+02°)
4.67735141287196e+01	(-2.08215118308463e+01dB,-1.53716768990803e+02°)
4.78630092322636e+01	(-2.12151495553617e+01dB,-1.54338970606731e+02°)
4.89778819368444e+01	(-2.16092013199931e+01dB,-1.54945607460760e+02°)
5.01187233627270e+01	(-2.20036377450301e+01dB,-1.55537106040878e+02°)
5.12861383991362e+01	(-2.23984316477142e+01dB,-1.56113880666872e+02°)
5.24807460249770e+01	(-2.27935578767021e+01dB,-1.56676333673480e+02°)
5.37031796370250e+01	(-2.31889931583388e+01dB,-1.57224855623418e+02°)
