Freq.	V(vout)
2.08929613085403e+002	(-4.38039666639494e-001dB,1.59082691805467e+002°)
2.13796208950222e+002	(-4.57691488103397e-001dB,1.58622532401329e+002°)
2.18776162394954e+002	(-4.78180329747293e-001dB,1.58153434885940e+002°)
2.23872113856832e+002	(-4.99537927731418e-001dB,1.57675301132865e+002°)
2.29086765276776e+002	(-5.21796887401422e-001dB,1.57188036765121e+002°)
2.34422881531991e+002	(-5.44990678665857e-001dB,1.56691551491138e+002°)
2.39883291901947e+002	(-5.69153628517056e-001dB,1.56185759449982e+002°)
2.45470891568501e+002	(-5.94320910493784e-001dB,1.55670579564999e+002°)
2.51188643150956e+002	(-6.20528530884784e-001dB,1.55145935904873e+002°)
2.57039578276885e+002	(-6.47813311474564e-001dB,1.54611758050953e+002°)
2.63026799189536e+002	(-6.76212868637466e-001dB,1.54067981469551e+002°)
2.69153480392690e+002	(-7.05765588592801e-001dB,1.53514547887754e+002°)
2.75422870333815e+002	(-7.36510598643328e-001dB,1.52951405671135e+002°)
2.81838293126443e+002	(-7.68487734231215e-001dB,1.52378510201566e+002°)
2.88403150312659e+002	(-8.01737501660730e-001dB,1.51795824253198e+002°)
2.95120922666637e+002	(-8.36301036354938e-001dB,1.51203318364482e+002°)
3.01995172040200e+002	(-8.72220056534860e-001dB,1.50600971203953e+002°)
3.09029543251357e+002	(-9.09536812234122e-001dB,1.49988769927368e+002°)
3.16227766016836e+002	(-9.48294029590131e-001dB,1.49366710523580e+002°)
3.23593656929626e+002	(-9.88534850384214e-001dB,1.48734798146482e+002°)
3.31131121482589e+002	(-1.03030276683778e+000dB,1.48093047430149e+002°)
3.38844156139200e+002	(-1.07364155170993e+000dB,1.47441482784267e+002°)
3.46736850452529e+002	(-1.11859518378300e+000dB,1.46780138666812e+002°)
3.54813389233573e+002	(-1.16520776886681e+000dB,1.46109059830926e+002°)
3.63078054770099e+002	(-1.21352345649930e+000dB,1.45428301542861e+002°)
3.71535229097170e+002	(-1.26358635257037e+000dB,1.44737929767898e+002°)
3.80189396320558e+002	(-1.31544042814677e+000dB,1.44038021321178e+002°)
3.89045144994278e+002	(-1.36912942482812e+000dB,1.43328663980433e+002°)
3.98107170553494e+002	(-1.42469675701711e+000dB,1.42609956557741e+002°)
4.07380277804110e+002	(-1.48218541153998e+000dB,1.41882008927569e+002°)
4.16869383470332e+002	(-1.54163784510551e+000dB,1.41144942008563e+002°)
4.26579518801589e+002	(-1.60309588014133e+000dB,1.40398887696779e+002°)
4.36515832240163e+002	(-1.66660059959458e+000dB,1.39643988748354e+002°)
4.46683592150960e+002	(-1.73219224132882e+000dB,1.38880398609902e+002°)
4.57088189614872e+002	(-1.79991009278957e+000dB,1.38108281195323e+002°)
4.67735141287195e+002	(-1.86979238664627e+000dB,1.37327810608103e+002°)
4.78630092322635e+002	(-1.94187619814796e+000dB,1.36539170808623e+002°)
4.89778819368443e+002	(-2.01619734495222e+000dB,1.35742555226479e+002°)
5.01187233627268e+002	(-2.09279029020192e+000dB,1.34938166318308e+002°)
5.12861383991361e+002	(-2.17168804963061e+000dB,1.34126215072137e+002°)
5.24807460249769e+002	(-2.25292210347523e+000dB,1.33306920459819e+002°)
5.37031796370249e+002	(-2.33652231396259e+000dB,1.32480508839647e+002°)
5.49540873857620e+002	(-2.42251684911518e+000dB,1.31647213311790e+002°)
5.62341325190345e+002	(-2.51093211359041e+000dB,1.30807273029726e+002°)
5.75439937337152e+002	(-2.60179268722659e+000dB,1.29960932471365e+002°)
5.88843655355584e+002	(-2.69512127191902e+000dB,1.29108440674032e+002°)
6.02559586074353e+002	(-2.79093864739014e+000dB,1.28250050437964e+002°)
6.16595001861477e+002	(-2.88926363635013e+000dB,1.27386017503344e+002°)
6.30957344480188e+002	(-2.99011307946973e+000dB,1.26516599706315e+002°)
6.45654229034650e+002	(-3.09350182050476e+000dB,1.25642056119661e+002°)
6.60693448007591e+002	(-3.19944270182525e+000dB,1.24762646184161e+002°)
6.76082975391976e+002	(-3.30794657051047e+000dB,1.23878628836720e+002°)
6.91830970918931e+002	(-3.41902229507704e+000dB,1.22990261641577e+002°)
7.07945784384132e+002	(-3.53267679281123e+000dB,1.22097799930858e+002°)
7.24435960074984e+002	(-3.64891506758098e+000dB,1.21201495960747e+002°)
7.41310241300911e+002	(-3.76774025790822e+000dB,1.20301598089448e+002°)
7.58577575029177e+002	(-3.88915369499021e+000dB,1.19398349982898e+002°)
7.76247116628685e+002	(-4.01315497027058e+000dB,1.18491989854011e+002°)
7.94328234724275e+002	(-4.13974201207801e+000dB,1.17582749740864e+002°)
8.12830516164092e+002	(-4.26891117077357e+000dB,1.16670854828942e+002°)
8.31763771102664e+002	(-4.40065731177879e+000dB,1.15756522822099e+002°)
8.51138038202369e+002	(-4.53497391579481e+000dB,1.14839963366484e+002°)
8.70963589956073e+002	(-4.67185318547020e+000dB,1.13921377531159e+002°)
8.91250938133738e+002	(-4.81128615773121e+000dB,1.13000957348659e+002°)
9.12010839355902e+002	(-4.95326282095358e+000dB,1.12078885418178e+002°)
9.33254300796983e+002	(-5.09777223612957e+000dB,1.11155334573560e+002°)
9.54992586021428e+002	(-5.24480266116784e+000dB,1.10230467617699e+002°)
9.77237220955802e+002	(-5.39434167745615e+000dB,1.09304437124423e+002°)
9.99999999999991e+002	(-5.54637631781831e+000dB,1.08377385308419e+002°)
1.02329299228075e+003	(-5.70089319500533e+000dB,1.07449443963211e+002°)
1.04712854805089e+003	(-5.85787862987725e+000dB,1.06520734466768e+002°)
1.07151930523760e+003	(-6.01731877845477e+000dB,1.05591367853787e+002°)
1.09647819614318e+003	(-6.17919975704784e+000dB,1.04661444953323e+002°)
1.12201845430195e+003	(-6.34350776470234e+000dB,1.03731056590014e+002°)
1.14815362149687e+003	(-6.51022920224267e+000dB,1.02800283846770e+002°)
1.17489755493952e+003	(-6.67935078722921e+000dB,1.01869198386500e+002°)
1.20226443461740e+003	(-6.85085966419242e+000dB,1.00937862830132e+002°)
1.23026877081237e+003	(-7.02474350955029e+000dB,1.00006331187925e+002°)
1.25892541179416e+003	(-7.20099063066183e+000dB,9.90746493408667e+001°)
1.28824955169312e+003	(-7.37959005851558e+000dB,9.81428555687391e+001°)
1.31825673855640e+003	(-7.56053163359833e+000dB,9.72109811212780e+001°)
1.34896288259164e+003	(-7.74380608453539e+000dB,9.62790508287233e+001°)
1.38038426460287e+003	(-7.92940509913850e+000dB,9.53470837479418e+001°)
1.41253754462274e+003	(-8.11732138754151e+000dB,9.44150938402160e+001°)
1.44543977074591e+003	(-8.30754873714678e+000dB,9.34830906767250e+001°)
1.47910838816819e+003	(-8.50008205914659e+000dB,9.25510801676872e+001°)
1.51356124843619e+003	(-8.69491742642415e+000dB,9.16190653110962e+001°)
1.54881661891247e+003	(-8.89205210267775e+000dB,9.06870469569496e+001°)
1.58489319246110e+003	(-9.09148456264932e+000dB,8.97550245828512e+001°)
1.62181009735891e+003	(-9.29321450337621e+000dB,8.88229970768509e+001°)
1.65958690743754e+003	(-9.49724284642100e+000dB,8.78909635233805e+001°)
1.69824365246173e+003	(-9.70357173107046e+000dB,8.69589239881389e+001°)
1.73780082874936e+003	(-9.91220449853083e+000dB,8.60268802977816e+001°)
1.77827941003891e+003	(-1.01231456671829e+001dB,8.50948368102747e+001°)
1.81970085860997e+003	(-1.03364008989967e+001dB,8.41628011717872e+001°)
1.86208713666285e+003	(-1.05519769572441e+001dB,8.32307850560075e+001°)
1.90546071796323e+003	(-1.07698816556844e+001dB,8.22988048818025e+001°)
1.94984459975803e+003	(-1.09901237994395e+001dB,8.13668825051646e+001°)
1.99526231496886e+003	(-1.12127131178147e+001dB,8.04350458814461e+001°)
2.04173794466951e+003	(-1.14376601893634e+001dB,7.95033296939376e+001°)
2.08929613085402e+003	(-1.16649763595383e+001dB,7.85717759449270e+001°)
2.13796208950221e+003	(-1.18946736513151e+001dB,7.76404345054748e+001°)
2.18776162394953e+003	(-1.21267646692211e+001dB,7.67093636202642e+001°)
2.23872113856832e+003	(-1.23612624972459e+001dB,7.57786303640309e+001°)
2.29086765276775e+003	(-1.25981805911599e+001dB,7.48483110462559e+001°)
2.34422881531990e+003	(-1.28375326658102e+001dB,7.39184915610114e+001°)
2.39883291901947e+003	(-1.30793325780114e+001dB,7.29892676790905e+001°)
2.45470891568501e+003	(-1.33235942056892e+001dB,7.20607452798284e+001°)
2.51188643150955e+003	(-1.35703313239821e+001dB,7.11330405203316e+001°)
2.57039578276884e+003	(-1.38195574790393e+001dB,7.02062799401810e+001°)
2.63026799189535e+003	(-1.40712858602941e+001dB,6.92806005000557e+001°)
2.69153480392689e+003	(-1.43255291720181e+001dB,6.83561495531397e+001°)
2.75422870333814e+003	(-1.45822995049911e+001dB,6.74330847486257e+001°)
2.81838293126442e+003	(-1.48416082091392e+001dB,6.65115738671019e+001°)
2.88403150312658e+003	(-1.51034657680047e+001dB,6.55917945881144e+001°)
